WorkDate,EmployeeCode,EmployeeName,Department,Status,WorkHours,OtHours
01-Jul-25,EMP-0037,Employee 37,line b,PRESENT,8.0,1.4
01/07/2025,EMP-0010,Employee 10,Maint,PRESENT,8.0,0.0
02-Jul-25,EMP-0008,Employee 8,Line C,PRESENT,8.0,0.0
02-Jul-25,EMP-0032,Employee 32,line b,PRESENT,8.0,2.8
04-Jul-25,EMP-0034,Employee 34,Q.C.,PRESENT,8.0,0.0
04/07/2025,EMP-0007,Employee 7,line b,LEAVE,0.0,0.0
05/07/2025,EMP-0024,Employee 24,Quality,PRESENT,8.0,1.4
07/01/2025,EMP-0028,Employee 28,LINE-C,PRESENT,8.0,1.9
07/04/2025,EMP-0020,Employee 20,MA,ABSENT,0.0,0.0
07/04/2025,EMP-0038,Employee 38,LINE-C,PRESENT,8.0,2.8
07/07/2025,EMP-0023,Employee 23,Line C,PRESENT,8.0,0.0
07/09/2025,EMP-0023,Employee 23,LINE-C,PRESENT,8.0,2.8
07/10/2025,EMP-0015,Employee 15,MAINT,LEAVE,0.0,0.0
07/11/2025,EMP-0019,Employee 19,Quality,PRESENT,8.0,1.9
07/12/2025,EMP-0037,Employee 37,Line B,PRESENT,8.0,0.0
07/15/2025,EMP-0036,Employee 36,line a,PRESENT,8.0,0.0
07/15/2025,EMP-0039,Employee 39,QC,LEAVE,0.0,0.0
07/17/2025,EMP-0035,Employee 35,MAINT,PRESENT,8.0,0.0
07/18/2025,EMP-0001,Employee 1,LINE-A,PRESENT,8.0,0.0
07/21/2025,EMP-0015,Employee 15,Maint,PRESENT,8.0,0.0
07/22/2025,EMP-0011,Employee 11,Line A,ABSENT,0.0,0.0
07/23/2025,EMP-0015,Employee 15,MA,PRESENT,8.0,2.8
07/23/2025,EMP-0029,Employee 29,Q.C.,PRESENT,8.0,0.0
07/24/2025,EMP-0022,Employee 22,LINE-B,PRESENT,8.0,0.9
07/24/2025,EMP-0024,Employee 24,Q.C.,PRESENT,8.0,1.9
07/24/2025,EMP-0040,Employee 40,Maint,PRESENT,8.0,0.0
07/25/2025,EMP-0025,Employee 25,MA,PRESENT,8.0,2.8
07/25/2025,EMP-0034,Employee 34,QC,PRESENT,8.0,1.4
07/26/2025,EMP-0014,Employee 14,Q.C.,PRESENT,8.0,0.0
07/29/2025,EMP-0024,Employee 24,QC,LEAVE,0.0,0.0
07/30/2025,EMP-0015,Employee 15,MAINT,PRESENT,8.0,0.0
10-Jul-25,EMP-0016,Employee 16,LINE-A,PRESENT,8.0,1.9
10-Jul-25,EMP-0021,Employee 21,line a,SICK,0.0,0.0
10-Jul-25,EMP-0035,Employee 35,MAINT,PRESENT,8.0,0.0
11/07/2025,EMP-0002,Employee 2,Line B,PRESENT,8.0,0.0
11/07/2025,EMP-0014,Employee 14,Quality,PRESENT,8.0,0.0
12/07/2025,EMP-0002,Employee 2,line b,PRESENT,8.0,0.0
12/07/2025,EMP-0021,Employee 21,LINE-A,PRESENT,8.0,0.9
12/07/2025,EMP-0026,Employee 26,line a,ABSENT,0.0,0.0
12/07/2025,EMP-0036,Employee 36,Line A,PRESENT,8.0,0.0
14/07/2025,EMP-0025,Employee 25,Maint,PRESENT,8.0,0.0
16/07/2025,EMP-0003,Employee 3,LINE-C,PRESENT,8.0,0.9
16/07/2025,EMP-0021,Employee 21,line a,LATE,7.5,1.4
17-Jul-25,EMP-0004,Employee 4,Q.C.,PRESENT,8.0,1.9
17-Jul-25,EMP-0011,Employee 11,line a,PRESENT,8.0,0.0
17-Jul-25,EMP-0014,Employee 14,QC,LEAVE,0.0,0.0
17/07/2025,EMP-0029,Employee 29,Q.C.,PRESENT,8.0,2.8
18/07/2025,EMP-0016,Employee 16,LINE-A,PRESENT,8.0,0.0
19-Jul-25,EMP-0025,Employee 25,MAINT,PRESENT,8.0,1.4
2025-07-01,EMP-0001,Employee 1,Line A,PRESENT,8.0,0.9
2025-07-01,EMP-0002,Employee 2,LINE-B,PRESENT,8.0,0.0
2025-07-01,EMP-0003,Employee 3,line c,ABSENT,0.0,0.0
2025-07-01,EMP-0004,Employee 4,Q.C.,PRESENT,8.0,0.0
2025-07-01,EMP-0005,Employee 5,MA,PRESENT,8.0,0.0
2025-07-01,EMP-0006,Employee 6,Line A,SICK,0.0,0.0
2025-07-01,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,0.0
2025-07-01,EMP-0008,Employee 8,line c,ABSENT,0.0,0.0
2025-07-01,EMP-0009,Employee 9,Quality,PRESENT,8.0,0.0
2025-07-01,EMP-0011,Employee 11,Line A,PRESENT,8.0,1.9
2025-07-01,EMP-0012,Employee 12,line b,LATE,7.0,0.0
2025-07-01,EMP-0013,Employee 13,Line C,PRESENT,8.0,0.0
2025-07-01,EMP-0014,Employee 14,QC,ABSENT,0.0,0.0
2025-07-01,EMP-0015,Employee 15,MAINT,PRESENT,8.0,0.0
2025-07-01,EMP-0016,Employee 16,Line A,SICK,0.0,0.0
2025-07-01,EMP-0017,Employee 17,line b,LATE,7.5,0.0
2025-07-01,EMP-0018,Employee 18,LINE-C,PRESENT,8.0,1.9
2025-07-01,EMP-0019,Employee 19,Q.C.,LEAVE,0.0,0.0
2025-07-01,EMP-0020,Employee 20,MA,PRESENT,8.0,0.0
2025-07-01,EMP-0021,Employee 21,Line A,LEAVE,0.0,0.0
2025-07-01,EMP-0022,Employee 22,Line B,LATE,7.0,2.8
2025-07-01,EMP-0023,Employee 23,LINE-C,PRESENT,8.0,0.0
2025-07-01,EMP-0024,Employee 24,Quality,PRESENT,8.0,1.4
2025-07-01,EMP-0025,Employee 25,MAINT,PRESENT,8.0,1.9
2025-07-01,EMP-0026,Employee 26,Line A,LATE,7.0,0.0
2025-07-01,EMP-0027,Employee 27,Line B,ABSENT,0.0,0.0
2025-07-01,EMP-0029,Employee 29,Quality,PRESENT,8.0,0.0
2025-07-01,EMP-0030,Employee 30,MA,PRESENT,8.0,0.0
2025-07-01,EMP-0031,Employee 31,line a,PRESENT,8.0,0.0
2025-07-01,EMP-0032,Employee 32,LINE-B,LATE,7.0,1.4
2025-07-01,EMP-0033,Employee 33,Line C,LATE,7.5,0.0
2025-07-01,EMP-0034,Employee 34,Quality,PRESENT,8.0,0.0
2025-07-01,EMP-0035,Employee 35,MA,PRESENT,8.0,1.9
2025-07-01,EMP-0036,Employee 36,line a,LEAVE,0.0,0.0
2025-07-01,EMP-0038,Employee 38,line c,PRESENT,8.0,0.0
2025-07-01,EMP-0039,Employee 39,QC,PRESENT,8.0,0.0
2025-07-01,EMP-0039,Employee 39,QC,PRESENT,8.0,0.0
2025-07-01,TEMP-01,Employee 40,MAINT,PRESENT,8.0,0.0
2025-07-02,EMP-0001,Employee 1,Line A,ABSENT,0.0,0.0
2025-07-02,EMP-0002,Employee 2,LINE-B,PRESENT,8.0,0.0
2025-07-02,EMP-0003,Employee 3,Line C,PRESENT,8.0,0.0
2025-07-02,EMP-0004,Employee 4,Quality,PRESENT,8.0,1.4
2025-07-02,EMP-0005,Employee 5,MA,PRESENT,8.0,1.9
2025-07-02,EMP-0006,Employee 6,Line A,PRESENT,8.0,0.0
2025-07-02,EMP-0007,Employee 7,line b,LATE,7.5,0.0
2025-07-02,EMP-0009,Employee 9,Quality,PRESENT,8.0,1.4
2025-07-02,EMP-0010,Employee 10,MAINT,PRESENT,8.0,0.0
2025-07-02,EMP-0011,Employee 11,LINE-A,PRESENT,8.0,0.0
2025-07-02,EMP-0012,Employee 12,Line B,PRESENT,8.0,0.9
2025-07-02,EMP-0013,Employee 13,line c,PRESENT,8.0,0.9
2025-07-02,EMP-0014,Employee 14,Q.C.,PRESENT,8.0,0.0
2025-07-02,EMP-0015,Employee 15,MA,LEAVE,0.0,0.0
2025-07-02,EMP-0016,Employee 16,line a,PRESENT,8.0,0.0
2025-07-02,EMP-0017,Employee 17,Line B,PRESENT,8.0,0.0
2025-07-02,EMP-0018,Employee 18,line c,LEAVE,0.0,0.0
2025-07-02,EMP-0019,Employee 19,Q.C.,PRESENT,8.0,0.0
2025-07-02,EMP-0020,Employee 20,Maint,SICK,0.0,0.0
2025-07-02,EMP-0021,Employee 21,Line A,PRESENT,8.0,0.0
2025-07-02,EMP-0022,Employee 22,Line B,LATE,7.0,0.0
2025-07-02,EMP-0023,Employee 23,line c,PRESENT,8.0,0.0
2025-07-02,EMP-0024,Employee 24,QC,PRESENT,8.0,1.4
2025-07-02,EMP-0025,Employee 25,MA,PRESENT,8.0,2.8
2025-07-02,EMP-0026,Employee 26,LINE-A,PRESENT,8.0,0.0
2025-07-02,EMP-0027,Employee 27,Line B,PRESENT,8.0,0.0
2025-07-02,EMP-0028,Employee 28,line c,PRESENT,8.0,0.0
2025-07-02,EMP-0029,Employee 29,Q.C.,PRESENT,8.0,1.4
2025-07-02,EMP-0030,Employee 30,Maint,LATE,7.0,0.0
2025-07-02,EMP-0031,Employee 31,Line A,PRESENT,8.0,0.0
2025-07-02,EMP-0033,Employee 33,LINE-C,LATE,7.5,0.0
2025-07-02,EMP-0034,Employee 34,Q.C.,PRESENT,8.0,0.0
2025-07-02,EMP-0035,Employee 35,Maint,PRESENT,8.0,2.8
2025-07-02,EMP-0036,Employee 36,line a,PRESENT,8.0,0.0
2025-07-02,EMP-0037,Employee 37,LINE-B,PRESENT,8.0,0.9
2025-07-02,EMP-0038,Employee 38,LINE-C,PRESENT,8.0,0.0
2025-07-02,EMP-0039,Employee 39,QC,PRESENT,8.0,0.0
2025-07-02,EMP-0040,Employee 40,MA,PRESENT,8.0,0.0
2025-07-03,EMP-0001,Employee 1,LINE-A,PRESENT,8.0,2.8
2025-07-03,EMP-0002,Employee 2,LINE-B,PRESENT,8.0,0.0
2025-07-03,EMP-0003,Employee 3,Line C,SICK,0.0,0.0
2025-07-03,EMP-0004,Employee 4,Quality,PRESENT,8.0,0.0
2025-07-03,EMP-0005,Employee 5,Maint,ABSENT,0.0,0.0
2025-07-03,EMP-0006,Employee 6,Line A,PRESENT,8.0,0.0
2025-07-03,EMP-0007,Employee 7,line b,PRESENT,8.0,0.0
2025-07-03,EMP-0008,Employee 8,line c,PRESENT,8.0,0.0
2025-07-03,EMP-0009,Employee 9,Q.C.,PRESENT,8.0,0.0
2025-07-03,EMP-0010,Employee 10,MAINT,PRESENT,8.0,0.9
2025-07-03,EMP-0011,Employee 11,LINE-A,LEAVE,0.0,0.0
2025-07-03,EMP-0012,Employee 12,LINE-B,PRESENT,8.0,0.0
2025-07-03,EMP-0013,Employee 13,Line C,PRESENT,8.0,0.0
2025-07-03,EMP-0014,Employee 14,Quality,PRESENT,8.0,0.0
2025-07-03,EMP-0015,Employee 15,MAINT,PRESENT,8.0,2.8
2025-07-03,EMP-0016,Employee 16,Line A,PRESENT,8.0,2.8
2025-07-03,EMP-0017,Employee 17,line b,PRESENT,8.0,0.0
2025-07-03,EMP-0018,Employee 18,line c,PRESENT,8.0,0.0
2025-07-03,EMP-0019,Employee 19,Quality,PRESENT,8.0,0.0
2025-07-03,EMP-0020,Employee 20,Maint,ABSENT,0.0,0.0
2025-07-03,EMP-0021,Employee 21,LINE-A,PRESENT,8.0,0.0
2025-07-03,EMP-0022,Employee 22,LINE-B,PRESENT,8.0,1.9
2025-07-03,EMP-0023,Employee 23,LINE-C,PRESENT,8.0,0.9
2025-07-03,EMP-0024,Employee 24,Quality,PRESENT,8.0,2.8
2025-07-03,EMP-0025,Employee 25,MA,PRESENT,8.0,0.0
2025-07-03,EMP-0026,Employee 26,LINE-A,PRESENT,8.0,0.9
2025-07-03,EMP-0027,Employee 27,Line B,PRESENT,8.0,0.0
2025-07-03,EMP-0028,Employee 28,Line C,PRESENT,8.0,0.0
2025-07-03,EMP-0029,Employee 29,QC,SICK,0.0,0.0
2025-07-03,EMP-0030,Employee 30,MA,PRESENT,8.0,0.0
2025-07-03,EMP-0031,Employee 31,Line A,PRESENT,8.0,0.9
2025-07-03,EMP-0032,Employee 32,Line B,SICK,0.0,0.0
2025-07-03,EMP-0033,Employee 33,Line C,PRESENT,8.0,0.0
2025-07-03,EMP-0034,Employee 34,QC,LEAVE,0.0,0.0
2025-07-03,EMP-0035,Employee 35,MAINT,PRESENT,8.0,0.9
2025-07-03,EMP-0036,Employee 36,LINE-A,PRESENT,8.0,0.0
2025-07-03,EMP-0037,Employee 37,line b,PRESENT,8.0,1.4
2025-07-03,EMP-0038,Employee 38,LINE-C,SICK,0.0,0.0
2025-07-03,EMP-0039,Employee 39,Quality,PRESENT,8.0,1.9
2025-07-03,EMP-0040,Employee 40,MAINT,PRESENT,8.0,0.0
2025-07-04,EMP-0001,Employee 1,line a,PRESENT,8.0,0.0
2025-07-04,EMP-0002,Employee 2,line b,ABSENT,0.0,0.0
2025-07-04,EMP-0003,Employee 3,Line C,LEAVE,0.0,0.0
2025-07-04,EMP-0004,Employee 4,QC,SICK,0.0,0.0
2025-07-04,EMP-0005,Employee 5,MAINT,PRESENT,8.0,1.4
2025-07-04,EMP-0006,Employee 6,Line A,PRESENT,8.0,0.9
2025-07-04,EMP-0008,Employee 8,Line C,PRESENT,8.0,0.0
2025-07-04,EMP-0009,Employee 9,QC,PRESENT,8.0,0.0
2025-07-04,EMP-0010,Employee 10,MAINT,PRESENT,8.0,1.9
2025-07-04,EMP-0011,Employee 11,Line A,PRESENT,8.0,0.0
2025-07-04,EMP-0012,Employee 12,Line B,PRESENT,8.0,0.0
2025-07-04,EMP-0013,Employee 13,Line C,ABSENT,0.0,0.0
2025-07-04,EMP-0014,Employee 14,Q.C.,PRESENT,8.0,0.0
2025-07-04,EMP-0015,Employee 15,Maint,PRESENT,8.0,1.4
2025-07-04,EMP-0016,Employee 16,Line A,ABSENT,0.0,0.0
2025-07-04,EMP-0017,Employee 17,LINE-B,PRESENT,8.0,0.0
2025-07-04,EMP-0018,Employee 18,line c,PRESENT,8.0,0.0
2025-07-04,EMP-0019,Employee 19,QC,PRESENT,8.0,0.0
2025-07-04,EMP-0021,Employee 21,LINE-A,ABSENT,0.0,0.0
2025-07-04,EMP-0022,Employee 22,line b,present,8.0,0.0
2025-07-04,EMP-0023,Employee 23,Line C,PRESENT,8.0,0.9
2025-07-04,EMP-0024,Employee 24,Q.C.,SICK,0.0,0.0
2025-07-04,EMP-0025,Employee 25,Maint,PRESENT,8.0,0.0
2025-07-04,EMP-0026,Employee 26,line a,PRESENT,8.0,0.0
2025-07-04,EMP-0027,Employee 27,LINE-B,PRESENT,8.0,0.0
2025-07-04,EMP-0028,Employee 28,Line C,PRESENT,8.0,0.0
2025-07-04,EMP-0029,Employee 29,Quality,PRESENT,8.0,0.0
2025-07-04,EMP-0030,Employee 30,Maint,PRESENT,8.0,2.8
2025-07-04,EMP-0031,Employee 31,Line A,PRESENT,8.0,1.9
2025-07-04,EMP-0032,Employee 32,line b,PRESENT,8.0,0.9
2025-07-04,EMP-0033,Employee 33,line c,LEAVE,0.0,0.0
2025-07-04,EMP-0035,Employee 35,Maint,PRESENT,8.0,0.0
2025-07-04,EMP-0036,Employee 36,line a,PRESENT,8.0,1.9
2025-07-04,EMP-0037,Employee 37,line b,PRESENT,8.0,1.4
2025-07-04,EMP-0039,Employee 39,Quality,PRESENT,8.0,0.0
2025-07-04,EMP-0040,Employee 40,MAINT,PRESENT,8.0,0.0
2025-07-05,EMP-0001,Employee 1,Line A,PRESENT,8.0,0.0
2025-07-05,EMP-0002,Employee 2,line b,SICK,0.0,0.0
2025-07-05,EMP-0003,Employee 3,line c,PRESENT,8.0,0.0
2025-07-05,EMP-0004,Employee 4,Quality,LATE,7.0,1.4
2025-07-05,EMP-0005,Employee 5,MA,PRESENT,8.0,1.9
2025-07-05,EMP-0006,Employee 6,line a,LEAVE,0.0,0.0
2025-07-05,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,0.0
2025-07-05,EMP-0008,Employee 8,line c,PRESENT,8.0,0.0
2025-07-05,EMP-0009,Employee 9,Q.C.,PRESENT,8.0,0.0
2025-07-05,EMP-0010,Employee 10,MA,PRESENT,8.0,0.0
2025-07-05,EMP-0011,Employee 11,LINE-A,PRESENT,8.0,0.0
2025-07-05,EMP-0012,Employee 12,Line B,PRESENT,8.0,0.0
2025-07-05,EMP-0013,Employee 13,line c,PRESENT,8.0,0.0
2025-07-05,EMP-0014,Employee 14,QC,PRESENT,8.0,0.0
2025-07-05,EMP-0015,Employee 15,MAINT,LATE,7.5,0.0
2025-07-05,EMP-0016,Employee 16,Line A,ABSENT,0.0,0.0
2025-07-05,EMP-0017,Employee 17,line b,PRESENT,8.0,0.0
2025-07-05,EMP-0018,Employee 18,LINE-C,PRESENT,8.0,0.9
2025-07-05,EMP-0019,Employee 19,QC,PRESENT,8.0,0.0
2025-07-05,EMP-0020,Employee 20,Maint,PRESENT,8.0,0.0
2025-07-05,EMP-0021,Employee 21,LINE-A,ABSENT,0.0,0.0
2025-07-05,EMP-0022,Employee 22,line b,PRESENT,8.0,2.8
2025-07-05,EMP-0023,Employee 23,line c,PRESENT,8.0,0.0
2025-07-05,EMP-0025,Employee 25,Maint,PRESENT,8.0,2.8
2025-07-05,EMP-0026,Employee 26,LINE-A,PRESENT,8.0,0.0
2025-07-05,EMP-0027,Employee 27,Line B,LEAVE,0.0,0.0
2025-07-05,EMP-0028,Employee 28,Line C,PRESENT,8.0,0.0
2025-07-05,EMP-0029,Employee 29,QC,PRESENT,8.0,0.0
2025-07-05,EMP-0030,Employee 30,MA,PRESENT,8.0,0.0
2025-07-05,EMP-0031,Employee 31,Line A,PRESENT,8.0,1.9
2025-07-05,EMP-0032,Employee 32,Line B,PRESENT,8.0,0.9
2025-07-05,EMP-0033,Employee 33,Line C,PRESENT,8.0,0.0
2025-07-05,EMP-0034,Employee 34,Q.C.,PRESENT,8.0,0.0
2025-07-05,EMP-0035,Employee 35,Maint,PRESENT,8.0,1.4
2025-07-05,EMP-0036,Employee 36,Line A,PRESENT,8.0,0.0
2025-07-05,EMP-0037,Employee 37,Line B,PRESENT,8.0,0.9
2025-07-05,EMP-0038,Employee 38,Line C,PRESENT,8.0,1.9
2025-07-05,EMP-0039,Employee 39,Q.C.,LEAVE,0.0,0.0
2025-07-05,EMP-0040,Employee 40,MAINT,PRESENT,8.0,0.0
2025-07-07,EMP-0001,Employee 1,LINE-A,ABSENT,0.0,0.0
2025-07-07,EMP-0002,Employee 2,Line B,PRESENT,8.0,0.0
2025-07-07,EMP-0003,Employee 3,Line C,LEAVE,0.0,0.0
2025-07-07,EMP-0004,Employee 4,Q.C.,PRESENT,8.0,0.0
2025-07-07,EMP-0005,Employee 5,MAINT,PRESENT,8.0,0.0
2025-07-07,EMP-0006,Employee 6,line a,LATE,7.0,0.0
2025-07-07,EMP-0007,Employee 7,Line B,PRESENT,8.0,0.0
2025-07-07,EMP-0008,Employee 8,line c,PRESENT,8.0,0.0
2025-07-07,EMP-0009,Employee 9,Quality,PRESENT,8.0,0.0
2025-07-07,EMP-0010,Employee 10,Maint,ABSENT,0.0,0.0
2025-07-07,EMP-0011,Employee 11,LINE-A,PRESENT,8.0,0.0
2025-07-07,EMP-0012,Employee 12,line b,PRESENT,8.0,0.0
2025-07-07,EMP-0013,Employee 13,line c,PRESENT,8.0,1.4
2025-07-07,EMP-0014,Employee 14,Q.C.,SICK,0.0,0.0
2025-07-07,EMP-0015,Employee 15,Maint,PRESENT,8.0,0.0
2025-07-07,EMP-0016,Employee 16,LINE-A,LATE,7.5,0.9
2025-07-07,EMP-0017,Employee 17,Line B,PRESENT,8.0,0.0
2025-07-07,EMP-0018,Employee 18,Line C,PRESENT,8.0,0.0
2025-07-07,EMP-0019,Employee 19,Quality,PRESENT,8.0,0.0
2025-07-07,EMP-0020,Employee 20,Maint,PRESENT,8.0,0.0
2025-07-07,EMP-0021,Employee 21,Line A,PRESENT,8.0,1.4
2025-07-07,EMP-0022,Employee 22,line b,PRESENT,8.0,0.0
2025-07-07,EMP-0024,Employee 24,Q.C.,PRESENT,8.0,0.0
2025-07-07,EMP-0025,Employee 25,Maint,ABSENT,0.0,0.0
2025-07-07,EMP-0026,Employee 26,Line A,PRESENT,8.0,2.8
2025-07-07,EMP-0027,Employee 27,Line B,PRESENT,8.0,2.8
2025-07-07,EMP-0028,Employee 28,line c,PRESENT,8.0,0.0
2025-07-07,EMP-0029,Employee 29,Q.C.,SICK,0.0,0.0
2025-07-07,EMP-0030,Employee 30,MA,PRESENT,8.0,2.8
2025-07-07,EMP-0031,Employee 31,line a,LEAVE,0.0,0.0
2025-07-07,EMP-0032,Employee 32,LINE-B,PRESENT,8.0,0.0
2025-07-07,EMP-0033,Employee 33,Line C,PRESENT,8.0,0.0
2025-07-07,EMP-0034,Employee 34,Quality,PRESENT,8.0,0.0
2025-07-07,EMP-0035,Employee 35,MA,PRESENT,8.0,0.0
2025-07-07,EMP-0036,Employee 36,line a,PRESENT,8.0,0.0
2025-07-07,EMP-0037,Employee 37,Line B,PRESENT,8.0,0.0
2025-07-07,EMP-0038,Employee 38,line c,PRESENT,8.0,0.0
2025-07-07,EMP-0039,Employee 39,Quality,PRESENT,8.0,0.0
2025-07-07,EMP-0040,Employee 40,MAINT,PRESENT,8.0,0.0
2025-07-08,EMP-0001,Employee 1,LINE-A,PRESENT,8.0,0.0
2025-07-08,EMP-0002,Employee 2,LINE-B,PRESENT,8.0,0.0
2025-07-08,EMP-0003,Employee 3,line c,PRESENT,8.0,1.9
