WorkDate,EmployeeCode,EmployeeName,Department,Status,WorkHours,OtHours
02-Jun-25,EMP-0002,Employee 2,Line B,PRESENT,8.0,1.9
02/06/2025,EMP-0006,Employee 6,line a,PRESENT,8.0,0.0
02/06/2025,EMP-0032,Employee 32,Line B,PRESENT,8.0,2.8
03/06/2025,EMP-0007,Employee 7,line b,PRESENT,8.0,0.0
03/06/2025,EMP-0024,Employee 24,QC,PRESENT,8.0,0.0
05-Jun-25,EMP-0036,Employee 36,LINE-A,PRESENT,8.0,0.0
06-Jun-25,EMP-0009,Employee 9,QC,PRESENT,8.0,1.4
06-Jun-25,EMP-0038,Employee 38,line c,PRESENT,8.0,1.9
06-Jun-25,EMP-0038,Employee 38,line c,PRESENT,8.0,1.9
06/05/2025,EMP-0004,Employee 4,Quality,LEAVE,0.0,0.0
06/05/2025,EMP-0009,Employee 9,Q.C.,PRESENT,8.0,0.0
06/05/2025,EMP-0024,Employee 24,Q.C.,PRESENT,8.0,1.4
06/06/2025,EMP-0015,Employee 15,MA,SICK,0.0,0.0
06/06/2025,EMP-0040,Employee 40,Maint,LEAVE,0.0,0.0
06/07/2025,EMP-0013,Employee 13,LINE-C,LEAVE,0.0,0.0
06/10/2025,EMP-0016,Employee 16,Line A,PRESENT,8.0,0.0
06/10/2025,EMP-0030,Employee 30,MA,PRESENT,8.0,1.4
06/11/2025,EMP-0030,Employee 30,MA,PRESENT,8.0,1.9
06/12/2025,EMP-0018,Employee 18,Line C,PRESENT,8.0,0.9
06/12/2025,EMP-0037,Employee 37,Line B,PRESENT,8.0,1.9
06/14/2025,EMP-0018,Employee 18,LINE-C,PRESENT,8.0,0.0
06/14/2025,EMP-0020,Employee 20,MA,PRESENT,8.0,1.4
06/16/2025,EMP-0034,Employee 34,QC,PRESENT,8.0,1.4
06/18/2025,EMP-0013,Employee 13,LINE-C,PRESENT,8.0,0.0
06/19/2025,EMP-0039,Employee 39,QC,ABSENT,0.0,0.0
06/20/2025,EMP-0011,Employee 11,line a,PRESENT,8.0,0.0
06/20/2025,EMP-0025,Employee 25,Maint,PRESENT,8.0,0.0
06/20/2025,EMP-0026,Employee 26,Line A,PRESENT,8.0,-2.0
