WorkDate,EmployeeCode,EmployeeName,Department,Status,WorkHours,OtHours
01/02/2025,EMP-0009,Employee 9,Quality,PRESENT,8.0,0.0
01/02/2025,EMP-0021,Employee 21,Line A,PRESENT,8.0,0.0
02/03/2025,EMP-0018,Employee 18,Line C,PRESENT,8.0,3.0
02/03/2025,EMP-0023,Employee 23,LINE-C,PRESENT,8.0,2.0
02/05/2025,EMP-0008,Employee 8,LINE-C,LEAVE,0.0,0.0
02/05/2025,EMP-0025,Employee 25,Maint,PRESENT,8.0,0.0
02/06/2025,EMP-0033,Employee 33,LINE-C,PRESENT,8.0,0.0
02/11/2025,EMP-0034,Employee 34,Q.C.,SICK,0.0,0.0
02/13/2025,EMP-0036,Employee 36,line a,SICK,0.0,0.0
02/14/2025,EMP-0005,Employee 5,MA,PRESENT,8.0,1.0
02/20/2025,EMP-0036,Employee 36,Line A,PRESENT,8.0,0.0
02/21/2025,EMP-0036,Employee 36,Line A,PRESENT,8.0,0.0
02/24/2025,EMP-0017,Employee 17,LINE-B,PRESENT,8.0,0.0
02/25/2025,EMP-0002,Employee 2,LINE-B,PRESENT,8.0,0.0
02/26/2025,EMP-0013,Employee 13,line c,PRESENT,8.0,0.0
02/27/2025,EMP-0002,Employee 2,Line B,LEAVE,0.0,0.0
02/27/2025,EMP-0003,Employee 3,Line C,PRESENT,8.0,0.0
06/02/2025,EMP-0005,Employee 5,Maint,PRESENT,8.0,0.0
07/02/2025,EMP-0030,Employee 30,Maint,PRESENT,8.0,1.5
08/02/2025,EMP-0025,Employee 25,MA,PRESENT,8.0,1.0
10-Feb-25,EMP-0014,Employee 14,Q.C.,PRESENT,8.0,0.0
10/02/2025,EMP-0026,Employee 26,Line A,PRESENT,8.0,0.0
10/02/2025,EMP-0035,Employee 35,Maint,PRESENT,8.0,2.0
10/02/2025,EMP-0039,Employee 39,Q.C.,LEAVE,0.0,0.0
12/02/2025,EMP-0031,Employee 31,Line A,PRESENT,8.0,0.0
14/02/2025,EMP-0022,Employee 22,Line B,PRESENT,8.0,0.0
17-Feb-25,EMP-0006,Employee 6,Line A,LATE,7.5,1.0
20-Feb-25,EMP-0028,Employee 28,Line C,PRESENT,8.0,0.0
2025-02-01,,Employee 4,Quality,PRESENT,8.0,0.0
2025-02-01,EMP-0001,Employee 1,Line A,PRESENT,8.0,1.0
2025-02-01,EMP-0002,Employee 2,line b,PRESENT,8.0,0.0
2025-02-01,EMP-0003,Employee 3,Line C,PRESENT,8.0,0.0
2025-02-01,EMP-0005,Employee 5,MA,PRESENT,8.0,1.0
2025-02-01,EMP-0006,Employee 6,Line A,PRESENT,8.0,2.0
2025-02-01,EMP-0007,Employee 7,LINE-B,SICK,0.0,0.0
2025-02-01,EMP-0008,Employee 8,LINE-C,PRESENT,8.0,0.0
2025-02-01,EMP-0010,Employee 10,MAINT,SICK,0.0,0.0
2025-02-01,EMP-0011,Employee 11,Line A,LEAVE,0.0,0.0
2025-02-01,EMP-0012,Employee 12,LINE-B,PRESENT,8.0,0.0
2025-02-01,EMP-0013,Employee 13,Line C,PRESENT,8.0,0.0
2025-02-01,EMP-0014,Employee 14,Q.C.,PRESENT,8.0,0.0
2025-02-01,EMP-0015,Employee 15,MA,PRESENT,8.0,0.0
2025-02-01,EMP-0016,Employee 16,Line A,LEAVE,0.0,0.0
2025-02-01,EMP-0017,Employee 17,LINE-B,present,8.0,0.0
2025-02-01,EMP-0018,Employee 18,LINE-C,PRESENT,8.0,0.0
2025-02-01,EMP-0019,Employee 19,Quality,PRESENT,8.0,2.0
2025-02-01,EMP-0020,Employee 20,MA,PRESENT,8.0,0.0
2025-02-01,EMP-0022,Employee 22,LINE-B,PRESENT,8.0,0.0
2025-02-01,EMP-0023,Employee 23,line c,PRESENT,8.0,0.0
2025-02-01,EMP-0024,Employee 24,Q.C.,PRESENT,8.0,1.0
2025-02-01,EMP-0025,Employee 25,MA,PRESENT,8.0,0.0
2025-02-01,EMP-0026,Employee 26,LINE-A,PRESENT,8.0,1.0
2025-02-01,EMP-0027,Employee 27,Line B,PRESENT,8.0,0.0
2025-02-01,EMP-0028,Employee 28,line c,PRESENT,8.0,1.5
2025-02-01,EMP-0029,Employee 29,Quality,PRESENT,8.0,1.5
2025-02-01,EMP-0030,Employee 30,Maint,PRESENT,8.0,2.0
2025-02-01,EMP-0031,Employee 31,line a,PRESENT,8.0,1.0
2025-02-01,EMP-0032,Employee 32,line b,PRESENT,8.0,0.0
2025-02-01,EMP-0033,Employee 33,Line C,PRESENT,8.0,0.0
2025-02-01,EMP-0034,Employee 34,QC,PRESENT,8.0,1.5
2025-02-01,EMP-0035,Employee 35,MA,PRESENT,8.0,0.0
2025-02-01,EMP-0036,Employee 36,line a,PRESENT,8.0,0.0
2025-02-01,EMP-0037,Employee 37,Line B,PRESENT,8.0,2.0
2025-02-01,EMP-0038,Employee 38,line c,PRESENT,8.0,0.0
2025-02-01,EMP-0039,Employee 39,Q.C.,PRESENT,8.0,1.0
2025-02-01,EMP-0040,Employee 40,Maint,SICK,0.0,0.0
2025-02-03,,Employee 9,QC,SICK,0.0,0.0
2025-02-03,EMP-0001,Employee 1,LINE-A,LATE,7.0,0.0
2025-02-03,EMP-0002,Employee 2,Line B,PRESENT,8.0,0.0
2025-02-03,EMP-0003,Employee 3,LINE-C,PRESENT,8.0,0.0
2025-02-03,EMP-0004,Employee 4,Q.C.,PRESENT,8.0,1.5
2025-02-03,EMP-0005,Employee 5,Maint,PRESENT,8.0,1.5
2025-02-03,EMP-0006,Employee 6,Line A,PRESENT,8.0,2.0
2025-02-03,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,0.0
2025-02-03,EMP-0008,Employee 8,LINE-C,LATE,7.5,0.0
2025-02-03,EMP-0010,Employee 10,Maint,PRESENT,8.0,0.0
2025-02-03,EMP-0011,Employee 11,LINE-A,PRESENT,8.0,0.0
2025-02-03,EMP-0012,Employee 12,Line B,PRESENT,8.0,0.0
2025-02-03,EMP-0013,Employee 13,Line C,PRESENT,8.0,0.0
2025-02-03,EMP-0014,Employee 14,Quality,PRESENT,8.0,0.0
2025-02-03,EMP-0015,Employee 15,MAINT,LATE,7.0,0.0
2025-02-03,EMP-0016,Employee 16,line a,PRESENT,8.0,0.0
2025-02-03,EMP-0017,Employee 17,line b,PRESENT,8.0,0.0
2025-02-03,EMP-0019,Employee 19,QC,PRESENT,8.0,0.0
2025-02-03,EMP-0020,Employee 20,Maint,PRESENT,8.0,1.0
2025-02-03,EMP-0021,Employee 21,LINE-A,PRESENT,8.0,0.0
2025-02-03,EMP-0022,Employee 22,Line B,PRESENT,8.0,2.0
2025-02-03,EMP-0024,Employee 24,QC,PRESENT,8.0,0.0
2025-02-03,EMP-0025,Employee 25,Maint,LATE,7.5,0.0
2025-02-03,EMP-0026,Employee 26,line a,PRESENT,8.0,3.0
2025-02-03,EMP-0027,Employee 27,LINE-B,PRESENT,8.0,0.0
2025-02-03,EMP-0028,Employee 28,line c,PRESENT,8.0,2.0
2025-02-03,EMP-0029,Employee 29,Quality,PRESENT,8.0,0.0
2025-02-03,EMP-0030,Employee 30,MAINT,PRESENT,8.0,0.0
2025-02-03,EMP-0031,Employee 31,line a,PRESENT,8.0,0.0
2025-02-03,EMP-0032,Employee 32,Line B,PRESENT,8.0,0.0
2025-02-03,EMP-0033,Employee 33,line c,PRESENT,8.0,3.0
2025-02-03,EMP-0034,Employee 34,QC,PRESENT,8.0,0.0
2025-02-03,EMP-0035,Employee 35,MAINT,PRESENT,8.0,0.0
2025-02-03,EMP-0036,Employee 36,line a,PRESENT,8.0,0.0
2025-02-03,EMP-0037,Employee 37,LINE-B,PRESENT,8.0,2.0
2025-02-03,EMP-0038,Employee 38,Line C,PRESENT,8.0,1.5
2025-02-03,EMP-0039,Employee 39,QC,SICK,0.0,0.0
2025-02-03,EMP-0040,Employee 40,Maint,PRESENT,8.0,0.0
2025-02-04,EMP-0001,Employee 1,LINE-A,LATE,7.0,0.0
2025-02-04,EMP-0002,Employee 2,LINE-B,PRESENT,8.0,0.0
2025-02-04,EMP-0003,Employee 3,line c,PRESENT,8.0,0.0
2025-02-04,EMP-0004,Employee 4,QC,LATE,7.0,0.0
2025-02-04,EMP-0005,Employee 5,MA,PRESENT,8.0,0.0
2025-02-04,EMP-0006,Employee 6,Line A,PRESENT,8.0,2.0
2025-02-04,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,0.0
2025-02-04,EMP-0008,Employee 8,line c,PRESENT,8.0,0.0
2025-02-04,EMP-0009,Employee 9,QC,PRESENT,8.0,1.0
2025-02-04,EMP-0010,Employee 10,MAINT,PRESENT,8.0,0.0
2025-02-04,EMP-0011,Employee 11,Line A,ABSENT,0.0,0.0
2025-02-04,EMP-0012,Employee 12,line b,PRESENT,8.0,0.0
2025-02-04,EMP-0013,Employee 13,Line C,PRESENT,8.0,3.0
2025-02-04,EMP-0014,Employee 14,QC,ABSENT,0.0,0.0
2025-02-04,EMP-0015,Employee 15,MA,PRESENT,8.0,0.0
2025-02-04,EMP-0016,Employee 16,LINE-A,PRESENT,8.0,1.5
2025-02-04,EMP-0017,Employee 17,line b,PRESENT,8.0,1.5
2025-02-04,EMP-0018,Employee 18,LINE-C,PRESENT,8.0,0.0
2025-02-04,EMP-0019,Employee 19,Q.C.,PRESENT,8.0,0.0
2025-02-04,EMP-0020,Employee 20,MAINT,LEAVE,0.0,0.0
2025-02-04,EMP-0021,Employee 21,line a,LEAVE,0.0,
2025-02-04,EMP-0022,Employee 22,Line B,PRESENT,8.0,0.0
2025-02-04,EMP-0023,Employee 23,line c,PRESENT,8.0,1.0
2025-02-04,EMP-0024,Employee 24,Quality,PRESENT,8.0,0.0
2025-02-04,EMP-0025,Employee 25,MA,PRESENT,8.0,1.5
2025-02-04,EMP-0026,Employee 26,Line A,LEAVE,0.0,0.0
2025-02-04,EMP-0027,Employee 27,Line B,PRESENT,8.0,0.0
2025-02-04,EMP-0028,Employee 28,Line C,PRESENT,8.0,3.0
2025-02-04,EMP-0029,Employee 29,QC,LEAVE,0.0,0.0
2025-02-04,EMP-0030,Employee 30,Maint,PRESENT,8.0,3.0
2025-02-04,EMP-0031,Employee 31,LINE-A,PRESENT,8.0,0.0
2025-02-04,EMP-0032,Employee 32,line b,PRESENT,8.0,0.0
2025-02-04,EMP-0033,Employee 33,LINE-C,PRESENT,8.0,2.0
2025-02-04,EMP-0034,Employee 34,QC,PRESENT,8.0,0.0
2025-02-04,EMP-0035,Employee 35,MAINT,PRESENT,8.0,0.0
2025-02-04,EMP-0036,Employee 36,Line A,PRESENT,8.0,2.0
2025-02-04,EMP-0037,Employee 37,Line B,PRESENT,8.0,0.0
2025-02-04,EMP-0038,Employee 38,line c,PRESENT,8.0,0.0
2025-02-04,EMP-0039,Employee 39,Quality,PRESENT,8.0,0.0
2025-02-04,EMP-0040,Employee 40,MAINT,PRESENT,8.0,1.0
2025-02-05,EMP-0001,Employee 1,LINE-A,PRESENT,8.0,3.0
