WorkDate,EmployeeCode,EmployeeName,Department,Status,WorkHours,OtHours
01-Mar-25,EMP-0025,Employee 25,MAINT,PRESENT,8.0,2.9
01/03/2025,EMP-0040,Employee 40,MAINT,PRESENT,8.0,0.0
03/05/2025,EMP-0004,Employee 4,Quality,PRESENT,8.0,0.0
03/07/2025,EMP-0014,Employee 14,QC,PRESENT,8.0,1.5
03/08/2025,EMP-0017,Employee 17,line b,PRESENT,8.0,0.0
03/11/2025,EMP-0027,Employee 27,line b,PRESENT,8.0,1.5
03/11/2025,EMP-0036,Employee 36,LINE-A,PRESENT,8.0,2.0
03/13/2025,EMP-0035,Employee 35,Maint,PRESENT,8.0,
03/20/2025,EMP-0003,Employee 3,line c,LEAVE,0.0,0.0
03/20/2025,EMP-0030,Employee 30,MAINT,LATE,7.5,0.0
03/20/2025,EMP-0038,Employee 38,LINE-C,PRESENT,8.0,1.5
03/25/2025,EMP-0024,Employee 24,Quality,PRESENT,8.0,0.0
03/25/2025,EMP-0032,Employee 32,LINE-B,PRESENT,8.0,0.0
03/26/2025,EMP-0020,Employee 20,MAINT,PRESENT,8.0,1.0
03/26/2025,EMP-0037,Employee 37,Line B,PRESENT,8.0,0.0
03/27/2025,EMP-0005,Employee 5,MA,PRESENT,8.0,2.0
03/27/2025,EMP-0017,Employee 17,Line B,PRESENT,8.0,1.5
03/28/2025,EMP-0011,Employee 11,LINE-A,PRESENT,8.0,0.0
03/29/2025,EMP-0001,Employee 1,LINE-A,SICK,0.0,0.0
03/29/2025,EMP-0003,Employee 3,LINE-C,PRESENT,8.0,0.0
03/31/2025,EMP-0018,Employee 18,Line C,ABSENT,0.0,0.0
04/03/2025,EMP-0036,Employee 36,LINE-A,LATE,7.0,0.0
05/03/2025,EMP-0013,Employee 13,LINE-C,PRESENT,8.0,0.0
05/03/2025,EMP-0034,Employee 34,Quality,ABSENT,0.0,0.0
06/03/2025,EMP-0004,Employee 4,Quality,PRESENT,8.0,2.0
10-Mar-25,EMP-0036,Employee 36,LINE-A,LEAVE,0.0,0.0
10/03/2025,EMP-0001,Employee 1,Line A,PRESENT,8.0,2.0
10/03/2025,EMP-0025,Employee 25,Maint,LATE,7.5,0.0
10/03/2025,EMP-0039,Employee 39,Quality,PRESENT,8.0,0.0
12/03/2025,EMP-0032,Employee 32,LINE-B,LEAVE,0.0,0.0
13-Mar-25,EMP-0031,Employee 31,LINE-A,PRESENT,8.0,0.0
13/03/2025,EMP-0029,Employee 29,Quality,PRESENT,8.0,0.0
14-Mar-25,EMP-0021,Employee 21,Line A,PRESENT,8.0,2.0
14-Mar-25,EMP-0025,Employee 25,MA,PRESENT,8.0,0.0
14/03/2025,EMP-0030,Employee 30,Maint,PRESENT,8.0,2.0
15-Mar-25,EMP-0034,Employee 34,Quality,PRESENT,8.0,0.0
