WorkDate,EmployeeCode,EmployeeName,Department,Status,WorkHours,OtHours
02-Apr-25,EMP-0037,Employee 37,LINE-B,PRESENT,8.0,1.9
02/04/2025,EMP-0035,Employee 35,MAINT,LEAVE,0.0,0.0
04-Apr-25,EMP-0004,Employee 4,Quality,PRESENT,8.0,0.0
04/01/2025,EMP-0034,Employee 34,Q.C.,ABSENT,0.0,0.0
04/01/2025,EMP-0039,Employee 39,Quality,Present,8.0,2.9
04/03/2025,EMP-0021,Employee 21,Line A,LATE,7.5,1.0
04/04/2025,EMP-0003,Employee 3,Line C,ABSENT,0.0,0.0
04/04/2025,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,1.0
04/04/2025,EMP-0030,Employee 30,MAINT,PRESENT,8.0,1.0
04/17/2025,EMP-0011,Employee 11,Line A,PRESENT,8.0,0.0
04/17/2025,EMP-0031,Employee 31,line a,PRESENT,8.0,1.4
04/18/2025,EMP-0018,Employee 18,line c,PRESENT,8.0,0.0
04/21/2025,EMP-0018,Employee 18,Line C,LEAVE,0.0,0.0
04/21/2025,EMP-0033,Employee 33,LINE-C,PRESENT,8.0,0.0
04/25/2025,EMP-0025,Employee 25,MAINT,PRESENT,8.0,0.0
04/26/2025,EMP-0001,Employee 1,Line A,PRESENT,8.0,0.0
04/26/2025,EMP-0029,Employee 29,QC,LATE,7.0,1.0
04/28/2025,EMP-0009,Employee 9,QC,PRESENT,8.0,0.0
08/04/2025,EMP-0037,Employee 37,Line B,PRESENT,8.0,0.0
09-Apr-25,EMP-0026,Employee 26,LINE-A,LEAVE,0.0,0.0
09-Apr-25,EMP-0027,Employee 27,LINE-B,PRESENT,8.0,1.9
09/04/2025,EMP-0010,Employee 10,MAINT,SICK,0.0,0.0
09/04/2025,EMP-0015,Employee 15,Maint,ABSENT,0.0,0.0
10/04/2025,EMP-0023,Employee 23,LINE-C,PRESENT,8.0,1.4
11/04/2025,EMP-0004,Employee 4,Q.C.,PRESENT,8.0,0.0
12/04/2025,EMP-0032,Employee 32,LINE-B,PRESENT,8.0,1.4
12/04/2025,EMP-0034,Employee 34,QC,PRESENT,8.0,0.0
14/04/2025,EMP-0005,Employee 5,MAINT,PRESENT,8.0,1.0
15-Apr-25,EMP-0014,Employee 14,Quality,SICK,0.0,0.0
15/04/2025,EMP-0008,Employee 8,line c,PRESENT,8.0,0.0
15/04/2025,EMP-0027,Employee 27,Line B,PRESENT,8.0,0.0
16-Apr-25,EMP-0016,Employee 16,LINE-A,PRESENT,8.0,0.0
16/04/2025,,Employee 34,Q.C.,LATE,7.0,0.0
16/04/2025,EMP-0039,Employee 39,Q.C.,PRESENT,8.0,2.9
17-Apr-25,EMP-0036,Employee 36,line a,SICK,0.0,0.0
17/04/2025,EMP-0003,Employee 3,line c,PRESENT,8.0,0.0
18/04/2025,EMP-0034,Employee 34,Quality,PRESENT,8.0,0.0
2025-04-01,EMP-0001,Employee 1,Line A,PRESENT,8.0,0.0
