WorkDate,EmployeeCode,EmployeeName,Department,Status,WorkHours,OtHours
01/01/2026,EMP-0005,Employee 5,MAINT,PRESENT,8.0,0.0
01/01/2026,EMP-0011,Employee 11,LINE-A,PRESENT,8.0,0.0
01/01/2026,EMP-0020,Employee 20,MA,PRESENT,8.0,2.6
01/03/2026,EMP-0036,Employee 36,line a,PRESENT,8.0,2.6
01/05/2026,EMP-0005,Employee 5,Maint,PRESENT,8.0,0.0
01/05/2026,EMP-0023,Employee 23,LINE-C,PRESENT,8.0,1.7
01/06/2026,EMP-0022,Employee 22,Line B,PRESENT,8.0,1.3
01/07/2026,EMP-0034,Employee 34,QC,PRESENT,8.0,1.3
01/12/2026,EMP-0006,Employee 6,Line A,PRESENT,8.0,0.0
01/13/2026,EMP-0039,Employee 39,Quality,LEAVE,0.0,0.0
01/14/2026,EMP-0002,Employee 2,Line B,PRESENT,8.0,0.0
01/14/2026,EMP-0036,Employee 36,Line A,PRESENT,8.0,0.0
01/15/2026,EMP-0017,Employee 17,Line B,LEAVE,0.0,0.0
01/20/2026,EMP-0038,Employee 38,LINE-C,PRESENT,8.0,0.0
01/22/2026,EMP-0009,Employee 9,QC,PRESENT,8.0,0.0
01/26/2026,EMP-0026,Employee 26,Line A,PRESENT,8.0,0.0
01/29/2026,EMP-0035,Employee 35,MA,PRESENT,8.0,0.9
01/31/2026,EMP-0040,Employee 40,MA,PRESENT,8.0,1.7
02/01/2026,EMP-0031,Employee 31,line a,PRESENT,8.0,0.9
02/01/2026,EMP-0034,Employee 34,QC,LEAVE,0.0,0.0
02/01/2026,EMP-0038,Employee 38,line c,PRESENT,8.0,0.0
05-Jan-26,EMP-0012,Employee 12,LINE-B,PRESENT,8.0,0.0
05-Jan-26,EMP-0037,Employee 37,line b,PRESENT,8.0,0.0
05/01/2026,EMP-0011,Employee 11,Line A,PRESENT,8.0,0.0
08-Jan-26,EMP-0017,Employee 17,LINE-B,PRESENT,8.0,0.0
08-Jan-26,EMP-0040,Employee 40,Maint,PRESENT,8.0,0.0
12-Jan-26,EMP-0010,Employee 10,MA,SICK,0.0,0.0
13/01/2026,EMP-0025,Employee 25,MA,ABSENT,0.0,0.0
14-Jan-26,EMP-0004,Employee 4,Quality,PRESENT,8.0,0.0
15-Jan-26,EMP-0037,Employee 37,line b,ABSENT,0.0,0.0
15/01/2026,EMP-0008,Employee 8,LINE-C,PRESENT,8.0,
16-Jan-26,EMP-0010,Employee 10,Maint,LEAVE,0.0,0.0
17-Jan-26,EMP-0011,Employee 11,line a,PRESENT,8.0,0.0
17-Jan-26,EMP-0027,Employee 27,LINE-B,PRESENT,8.0,0.0
17/01/2026,EMP-0009,Employee 9,Quality,PRESENT,8.0,0.0
19/01/2026,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,0.0
19/01/2026,EMP-0034,Employee 34,Quality,PRESENT,8.0,1.3
20/01/2026,EMP-0040,Employee 40,MA,PRESENT,8.0,0.0
2026-01-01,EMP-0001,Employee 1,Line A,PRESENT,8.0,0.0
2026-01-01,EMP-0002,Employee 2,line b,PRESENT,8.0,0.0
2026-01-01,EMP-0003,Employee 3,LINE-C,PRESENT,8.0,0.0
2026-01-01,EMP-0004,Employee 4,Quality,PRESENT,8.0,0.0
2026-01-01,EMP-0006,Employee 6,Line A,PRESENT,8.0,0.0
2026-01-01,EMP-0007,Employee 7,LINE-B,PRESENT,8.0,0.0
2026-01-01,EMP-0008,Employee 8,LINE-C,LATE,7.0,0.0
2026-01-01,EMP-0009,Employee 9,Quality,PRESENT,8.0,0.0
2026-01-01,EMP-0010,Employee 10,MA,PRESENT,8.0,0.0
2026-01-01,EMP-0012,Employee 12,line b,PRESENT,8.0,0.0
2026-01-01,EMP-0013,Employee 13,line c,PRESENT,8.0,0.0
2026-01-01,EMP-0014,Employee 14,Q.C.,PRESENT,8.0,1.7
2026-01-01,EMP-0015,Employee 15,MA,LEAVE,0.0,0.0
2026-01-01,EMP-0016,Employee 16,line a,PRESENT,8.0,1.7
2026-01-01,EMP-0017,Employee 17,line b,PRESENT,8.0,0.0
2026-01-01,EMP-0018,Employee 18,Line C,LATE,7.5,0.0
2026-01-01,EMP-0019,Employee 19,Quality,PRESENT,8.0,0.0
2026-01-01,EMP-0021,Employee 21,Line A,PRESENT,8.0,0.0
2026-01-01,EMP-0022,Employee 22,Line B,PRESENT,8.0,2.6
2026-01-01,EMP-0023,Employee 23,line c,PRESENT,8.0,
2026-01-01,EMP-0024,Employee 24,QC,PRESENT,8.0,0.0
2026-01-01,EMP-0025,Employee 25,MAINT,PRESENT,8.0,0.0
2026-01-01,EMP-0026,Employee 26,LINE-A,PRESENT,8.0,0.0
2026-01-01,EMP-0027,Employee 27,LINE-B,PRESENT,8.0,0.0
2026-01-01,EMP-0028,Employee 28,line c,LATE,7.5,0.0
2026-01-01,EMP-0029,Employee 29,Q.C.,PRESENT,8.0,0.0
2026-01-01,EMP-0030,Employee 30,MAINT,PRESENT,8.0,0.0
2026-01-01,EMP-0031,Employee 31,line a,PRESENT,8.0,0.0
2026-01-01,EMP-0032,Employee 32,Line B,PRESENT,8.0,1.3
2026-01-01,EMP-0033,Employee 33,LINE-C,PRESENT,8.0,0.0
2026-01-01,EMP-0034,Employee 34,QC,PRESENT,8.0,0.0
2026-01-01,EMP-0035,Employee 35,MA,PRESENT,8.0,0.0
2026-01-01,EMP-0036,Employee 36,LINE-A,PRESENT,8.0,0.0
2026-01-01,EMP-0037,Employee 37,line b,PRESENT,8.0,0.0
2026-01-01,EMP-0038,Employee 38,LINE-C,PRESENT,8.0,0.0
